,Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",Total Trihalomethanes
176,10-04-JES-27,Other,10/4/2023 15:10,,-156.66970663012705,20.88462791986749,,,,,,,,6.4321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
177,10-04-KDP-5,Tap Water,10/4/2023 15:16,,-156.31039067444647,20.77586984696399,,,,,,,,18.0799,,,,,,,,,,,,,,,47.0004,,,,,,,,,,,4.2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.256099999999996
178,10-04-KDP-6,Tap Water Filtered,10/4/2023 15:17,,-156.3095839741314,20.778117428984636,,,,,,,,22.9357,,,,,,,,,,,,,,,66.6757,,,,,,,,,,,5.4949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.17060000000001
179,10-04-KDP-7,Tap Water,10/4/2023 15:19,,-156.31647519085612,20.780757106845517,,,,,,,,24.6733,,,,,,,,,,,,,,,38.0363,,,,,,,,,,,5.0456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0819
180,10-9-23-JI-01,Tap Water,10/9/2023 9:29,,-156.66707219349635,20.88414853370881,,,,,,,,6.1333,,,,,,,,,,,,,,,7.3979,,,,,,,,,,,5.8607,,,,,,,,,,,2.9912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2498
181,10-9-23-JI-02,Tap Water,10/9/2023 10:04,,-156.684743699633,20.898867596058743,,,,,,,,13.3334,,,,,,,,,,,,,,,40.0372,,,,,,,,,,,15.3096,,,,,,,,,,,4.6887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0355
182,10-9-23-JI-03,Tap Water,10/9/2023 10:27,,-156.68193325632117,20.89979205705957,,,,,,,,6.1811,,,,,,,,,,,,,,,40.1379,,,,,,,,,,,14.3678,,,,,,,,,,,4.3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8626
183,10-9-23-JI-04,Tap Water,10/9/2023 10:51,,-156.68278486621455,20.902966627848446,,,,,,,,8.242,,,,,,,,,,,,,,,43.2032,,,,,,,,,,,16.6781,,,,,,,,,,,5.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5203
184,10-3-23-JI-05,Tap Water,10/9/2023 11:44,,-156.68290148002984,20.89984787638834,,,,,,,,9.4437,,,,,,,,,,,,,,,37.951,,,,,,,,,,,14.5524,,,,,,,,,,,4.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2274
185,10-10-23-JI-01,Tap Water,10/10/2023 8:09,,-156.6816115767218,20.90068388353705,,,,,,,,25.4181,,,,,,,,,,,,,,,42.5147,,,,,,,,,,,15.5209,,,,,,,,,,,7.0789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.11449999999999
186,10-10-23-JI-02,Tap Water,10/10/2023 8:22,,-156.68236035952856,20.898205467482523,,,,,,,,23.2717,,,,,,,,,,,,,,,62.9478,,,,,,,,,,,18.78,,,,,,,,,,,7.0219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.7497
187,10-10-23-JI-03,Tap Water,10/10/2023 8:31,,-156.68099135359284,20.89863164900088,,,,,,,,36.8503,,,,,,,,,,,,,,,50.2325,,,,,,,,,,,18.2568,,,,,,,,,,,8.5465,,,,,,,,1.117,,,,,,,,,,,,,,,,,,,,,,,,,,78.1528
188,10-10-23-JI-04,Tap Water,10/10/2023 8:48,,-156.68006405457515,20.87668832659789,,,,,,,,41.2477,,,,,,,,,,,,,,,39.1619,,,,,,,,,,,14.5607,,,,,,,,,,,5.9214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.644000000000005
189,10-10-23-JI-05,Tap Water,10/10/2023 9:13,,-156.685392368572,20.89950993169884,,,,,,,,52.8314,,,,,,,,,,,,,,,34.177,,,,,,,,,,,12.5401,,,,,,,,,,,4.5691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2862
190,10-12-23-JI-01,Tap Water,10/12/2023 12:09,,-156.68203079725524,20.902582005447,,,,,,,,21.6683,,,,,,,,,,,,,,,32.1047,,,,,,,,,,,13.0497,,,,,,,,,,,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4844
191,10-12-23-JI-02,Tap Water,10/12/2023 12:23,,-156.68495813199326,20.90142807094856,,,,,,,,28.206,,,,,,,,,,,,,,,31.3511,,,,,,,,,,,13.0393,,,,,,,,,,,4.8862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2766
192,10-12-23-JI-03,Tap Water,10/12/2023 12:31,,-156.68376168833765,20.899884524322744,,,,,,,,25.5856,,,,,,,,,,,,,,,29.0068,,,,,,,,,,,11.6895,,,,,,,,,,,4.3668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0631
193,10-12-23-JI-04,Tap Water,10/12/2023 12:53,,-156.67942695107672,20.89876356003256,,,,,,,,27.029,,,,,,,,,,,,,,,31.2316,,,,,,,,,,,12.1207,,,,,,,,,,,4.9497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.302
194,10-13-23-JI-01,Tap Water,10/13/2023 8:06,,-156.6818074161614,20.902001715405525,,,,,,,,9.2156,,,,,,,,,,,,,,,32.2953,,,,,,,,,,,13.6753,,,,,,,,,,,5.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9187
195,10-13-23-JI-02,Tap Water,10/13/2023 8:29,,-156.6813359690769,20.899387780763167,,,,,,,,22.6879,,,,,,,,,,,,,,,33.9222,,,,,,,,,,,14.0872,,,,,,,,,,,5.8573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.866699999999994
196,10-13-23-JI-03,Tap Water,10/13/2023 8:48,,-156.6799448111054,20.88965682050916,,,,,,,,12.4882,,,,,,,,,,,,,,,18.9978,,,,,,,,,,,9.1606,,,,,,,,,,,4.8872,,,,,,,,1.1173,,,,,,,,,,,,,,,,,,,,,,,,,,34.1629
197,10-13-23-JI-04,Tap Water,10/13/2023 9:31,,-156.66553951077208,20.88541490429619,,,,,,,,18.9793,,,,,,,,,,,,,,,5.631,,,,,,,,,,,5.0128,,,,,,,,,,,3.5476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.191400000000002
198,10-13-23-JI-05,Tap Water,10/13/2023 9:33,,-156.66449584430316,20.889343427103487,,,,,,,,11.5275,,,,,,,,,,,,,,,4.7656,,,,,,,,,,,4.3663,,,,,,,,,,,3.1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2636
199,10-17-KDP-1,Tap Water,10/17/2023 14:33,,-156.31647177267865,20.76494690731161,,,,,,,,8.9909,,,,,,,,,,,,,,,51.3046,,,,,,,,,,,3.4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7538
200,10-17-KDP-2,Tap Water,10/17/2023 14:48,,-156.30818550247207,20.762104742931488,,,,,,,,2.8073,,,,,,,,,,,,,,,4.4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4091
201,10-17-JES-01,Tap Water,10/17/2023 16:12,,-156.67978012119465,20.898734892834195,,,,,,,,4.7825,,,,,,,,,,,,,,,29.7458,,,,,,,,,1.4979,,9.7713,,,,,,,,,,,5.8474,,,,,,,,3.7752,,,,,,,,,,,,,,,,,,,,,,,,,,49.139700000000005
202,10-17-JES-02,Tap Water Filtered,10/17/2023 16:14,,-156.6792619049383,20.90142368184064,,,,,,,,4.1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
203,10-17-KDP-3,Tap Water Filtered,10/17/2023 16:32,,-156.2989533995674,20.7655023069064,,,,,,,,5.3506,,,,,,,,,,,,,,,3.3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3015
204,10-17-KDP-4,Tap Water,10/17/2023 16:34,,-156.30227473224278,20.76606224409635,,,,,,,,9.4004,,,,,,,,,,,,,,,1.9854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9854
205,10-17-KDP-5,Tap Water Filtered,10/17/2023 16:35,,-156.3018724396759,20.768370515905232,,,,,,,,3.7505,,,,,,,,,,,,,,,2.2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2048
206,10-17-JES-03,Tap Water,10/17/2023 17:18,,-156.681692378985,20.902042624523972,,,,,,,,2.8262,,,,,,,,,,,,,,,46.1866,,,,,,,,,,,15.5686,,,,,,,,,,,6.3463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1015
207,10-17-JES-04,Tap Water,10/17/2023 17:20,,-156.68532501240298,20.884776041689577,,,,,,,,6.7039,,,,,,,,,,,,,,,32.5913,,,,,,,,,,,11.7224,,,,,,,,,,,5.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6977
208,10-17-JES-05,Tap Water Filtered,10/17/2023 17:21,,-156.68499021274138,20.884058933909174,,,,,,,,11.2406,,,,,,,,,,,,,,,6.2484,,,,,,,,,,,2.8734,,,,,,,,,,,1.5601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6819
209,10-17-JES-06,Tap Water,10/17/2023 17:40,,-156.68368648659498,20.88513746920637,,,,,,,,4.4889,,,,,,,,,,,,,,,15.6639,,,,,,,,,,,8.87,,,,,,,,,,,4.9208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4547
210,10-17-JES-07,Tap Water,10/17/2023 17:59,,-156.6830199240788,20.881302025087567,,,,,,,,4.6774,,,,,,,,,,,,,,,19.336,,,,,,,,,1.0,,9.3845,,,,,,,,,,,5.745,,,,,,,,2.6352,,,,,,,,,,,,,,,,,,,,,,,,,,37.1007
211,10-17-JES-08,Tap Water Filtered,10/17/2023 21:24,,-156.6856666287884,20.884330575399428,,,,,,,,3.3779,,,,,,,,,,,,,,,14.1787,,,,,,,,,,,4.9883,,,,,,,,,,,1.6641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8311
212,10-18-23-JI-01,Tap Water,10/18/2023 7:57,,-156.68431835195494,20.90356343367472,,,,,,,,4.5131,,,,,,,,,,,,,,,25.0274,,,,,,,,,,,12.1207,,,,,,,,,,,5.7085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8566
213,10-18-KDP-1,Tap Water,10/18/2023 13:49,,-156.3069993796729,20.76926223966485,,,,,,,,4.2284,,,,,,,,,,,,,,,3.0177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0177
214,10-18-KDP-2,Tap Water,10/18/2023 13:50,,-156.31045171574624,20.76963967281834,,,,,,,,7.4645,,,,,,,,,,,,,,,82.1658,,,,,,,,,,,7.7355,,,,,,,,,,,2.7419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.64320000000001
215,10-18-KDP-3,Tap Water Filtered,10/18/2023 13:52,,-156.30679455410402,20.76963381731861,,,,,,,,4.1136,,,,,,,,,,,,,,,2.8542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8542
216,10-18-KDP-4,Tap Water,10/18/2023 14:54,,-156.31177651793476,20.78150808018766,,,,,,,,5.7709,,,,,,,,,,8.5058,,,,8.3645,58.3138,,,,,,,,,,,7.1575,,,,,,,,,,,1.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3933
217,10-18-KDP-5,Tap Water,10/18/2023 14:57,,-156.31416907939737,20.779583568084945,,,,,,,,,,,,,,,,,,,,,,,21.1937,,,,,,,,,,,5.5145,,,,,,,,,,,2.7956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5038
218,10-18-KDP-6,Tap Water,10/18/2023 15:00,,-156.31101107341794,20.784082818783567,,,,,,,,3.9559,,,,,,,,,,,,,,,39.8413,,,,,,,,,,,9.3021,,,,,,,,,,,4.3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4856
219,10-18-KDP-7,Tap Water,10/18/2023 15:02,,-156.31041507310175,20.780226382003136,,,,,,,,1.8116,,,,,,,,,,,,,,,36.9361,,,,,,,,,,,7.8382,,,,,,,,,,,3.5638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.338100000000004
220,10-20-23-JI-01,Tap Water,10/20/2023 20:30,,-156.68540051841526,20.90049493765127,,,,,,,,,,,,,,,,,,,,,,,21.0881,,,,,,,,,,,15.4994,,,,,,,,,,,17.7881,,,,,,,,17.0278,,,,,,,,,,,,,,,,,,,,,,,,,,71.4034
221,10-20-23-JI-02,Tap Water,10/20/2023 20:35,,-156.68208411742054,20.89976207493576,,,,,,,,2.7578,,,,,,,,,,,,,,,12.7804,,,,,,,,,,,8.8094,,,,,,,,,,,10.3383,,,,,,,,12.0497,,,,,,,,,,,,,,,,,,,,,,,,,,43.9778
222,10-20-23-JI-03,Pool/open water,10/20/2023 20:38,,-156.68628578674856,20.89806472464544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
223,10-20-23-JI-04,Tap Water Filtered,10/20/2023 20:38,,-156.6855056561891,20.89902218664162,,,,,,,,,,,,,,,,,,,,,,,17.0964,,,,,,,,,,,11.3846,,,,,,,,,,,12.7334,,,,,,,,10.5781,,,,,,,,,,,,,,,,,,,,,,,,,,51.792500000000004
224,10-20-23-JI-05,Tap Water,10/20/2023 20:38,,-156.6821356428389,20.898404025405263,,,,,,,,,,,,,,,,,,,,,,,18.7933,,,,,,,,,,,11.7328,,,,,,,,,,,10.8566,,,,,,,,8.4112,,,,,,,,,,,,,,,,,,,,,,,,,,49.793899999999994
225,10-20-CKS-1,Tap Water,10/20/2023 22:02,,-156.31327860560455,20.940059447888736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
226,10-20-CKS-2,Tap Water Filtered,10/20/2023 22:02,,-156.3123768334392,20.937827233253014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
227,10-20-CKS-3,Tap Water Filtered,10/20/2023 22:03,,-156.31269201163508,20.940440704460727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
228,10-21-23-JI-01,Tap Water,10/21/2023 8:15,,-156.68271638119646,20.899138869000744,,,,,,,,,,,,,,,,,,,,,,,21.1567,,,,,,,,,,,15.83,,,,,,,,,,,21.9922,,,,,,,,22.4247,,,,,,,,,,,,,,,,,,,,,,,,,,81.4036
229,10-23-23-JI-01,Tap Water Filtered,10/23/2023 13:58,,-156.68484088647148,20.903172140291986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
230,10-24-KDP-1,Tap Water,10/24/2023 12:56,,-156.30951445210718,20.754391778762603,,,,,,,,5.4863,,,,,,,,,,,,,,,2.7621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7621
231,10-24-KDP-2,Tap Water,10/24/2023 13:06,,-156.3123796051356,20.75594132003218,,,,,,,,8.2125,,,,,,,,,,,,,,,2.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.915
232,10-24-KDP-3,Tap Water,10/24/2023 13:35,,-156.3090382952338,20.75522714277535,,,,,,,,6.3227,,,,,,,,,,,,,,,3.1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1189
233,10-24-KDP-4,Tap Water,10/24/2023 14:08,,-156.31252087306908,20.75612330476781,,,,,,,,9.6142,,,,,,,,,,,,,,,2.4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4956
234,10-24-KDP-5,Tap Water Filtered,10/24/2023 14:09,,-156.31244599045547,20.753187933126057,,,,,,,,4.6097,,,,,,,,,,,,,,,11.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.002
235,10-24-KDP-6,Tap Water Filtered,10/24/2023 14:11,,-156.31319318113526,20.755226879838656,,,,,,,,2.9607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
236,10-24-KDP-7,Tap Water,10/24/2023 14:34,,-156.31461786023152,20.756339363808483,,,,,,,,7.7057,,,,,,,,,,,,,,,2.6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6326
237,10-24-KDP-8,Tap Water Filtered,10/24/2023 14:36,,-156.3152698273607,20.75727003722303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
238,10-25-KDP-1,Tap Water,10/25/2023 12:26,,-156.30711016311955,20.75689504831673,,,,,,,,7.5162,,,,,,,,,,,,,,,2.3753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3753
239,10-25-KDP-2,Tap Water Filtered,10/25/2023 12:27,,-156.30662181195936,20.75418232401264,,,,,,,,6.6768,,,,,,,,,,,,,,,2.3328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3328
240,10-25-KDP-3,Tap Water Filtered,10/25/2023 12:29,,-156.30684720650797,20.75595674295348,,,,,,,,,,,,,,,,,,,,,,,1.0608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0608
241,10-25-KDP-4,Tap Water,10/25/2023 13:32,,-156.31221294792005,20.77970732792245,,,,,,,,1.8573,,,,,,,,,,,,,,,1.4764,,,,,,,,,,,3.2668,,,,,,,,,,,11.0656,,,,,,,,15.9329,,,,,,,,,,,,,,,,,,,,,,,,,,31.7417
242,10-25-KDP-5,Other,10/25/2023 13:35,,-156.30982978244955,20.77664920705186,,,,,,,,12.099,,2.9292,,,,,,,,,,,,,3.8385,,,,,,,,,,,3.4325,,,,,,,,,,,1.9265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1975
243,10-25-KDP-6,Tap Water,10/25/2023 13:37,,-156.30704421190688,20.778627205005968,,,,,,,,3.6982,,,,,,,,,,,,,,5.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
244,10-27-23-JI-01,Tap Water,10/27/2023 13:32,,-156.68112687135852,20.899136241525994,,,,,,,,3.2077,,,,,,,,,,,,,,,11.4679,,,,,,,,,,,8.7178,,,,,,,,,,,10.7832,,,,,,,,13.9934,,,,,,,,,,,,,,,,,,,,,,,,,,44.9623
245,10-27-23-JI-02,Tap Water,10/27/2023 13:34,,-156.68171846067793,20.8992066594922,,,,,,,,4.529,,,,,,,,,,,,,,,12.4584,,,,,,,,,,,7.8563,,,,,,,,,,,9.183,,,,,,,,11.6125,,,,,,,,,,,,,,,,,,,,,,,,,,41.1102
246,10-27-23-JI-03,Tap Water,10/27/2023 19:31,,-156.68397543132969,20.897762534736955,,,,,,,,20.7003,,,,,,,,,,,,,,,12.2489,,,,,,,,,,,9.1404,,,,,,,,,,,10.8157,,,,,,,,13.6483,,,,,,,,,,,,,,,,,,,,,,,,,,45.8533
247,10-28-JES-01,Tap Water Filtered,10/28/2023 14:46,,-156.67981836722885,20.902075165050856,,,,,,,,3.8156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
248,10-28-JES-02,Tap Water,10/28/2023 14:55,,-156.68436506568105,20.88622008778444,,,,,,,,3.2691,,,,,,,,,,,,,,,14.7845,,,,,,,,,,,10.4465,,,,,,,,,,,6.444,,,,,,,,1.3171,,,,,,,,,,,,,,,,,,,,,,,,,,32.9921
249,10-28-JES-03,Tap Water,10/28/2023 15:27,,-156.66932059167826,20.8875287156002,,,,,,,,4.086,,,,,,,,,,,,,,,4.7989,,,,,,,,,,,4.3906,,,,,,,,,,,3.1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3676
250,10-28-JES-04,Tap Water,10/28/2023 15:54,,-156.66903997755134,20.886872012344256,,,,,,,,1.9697,,,,,,,,,,,,,,,6.3686,,,,,,,,,,,4.9493,,,,,,,,,,,3.4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7605
251,10-28-JES-05,Tap Water,10/28/2023 16:21,,-156.66817550293183,20.88580621236079,,,,,,,,4.65,,,,,,,,,,,,,,,7.1218,,,,,,,,,,,5.7559,,,,,,,,,,,3.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.631700000000002
252,10-28-JES-06,Tap Water,10/28/2023 16:56,,-156.66628239444333,20.88741910327733,,,,,,,,3.8897,,,,,,,,,,,,,,,5.0787,,,,,,,,,,,4.9328,,,,,,,,,,,3.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.538500000000003
253,10-28-JES-07,Tap Water,10/28/2023 17:21,,-156.68206546738963,20.90231116155824,,,,,,,,3.0989,,,,,,,,,,3.4471,,,,11.9182,13.3321,,,,,,,,,,,11.5968,,,,,,,,,,,16.122,,,,,,,,19.8299,,,,,,,,,,,,,,,,,,,,,,,,,,60.880799999999994
254,10-28-JES-08,Tap Water,10/28/2023 17:38,,-156.68278107401477,20.90119021348833,,,,,,,,3.1387,,,,,,,,,,,,,,,11.1901,,,,,,,,,,,9.4369,,,,,,,,,,,12.721,,,,,,,,16.4524,,,,,,,,,,,,,,,,,,,,,,,,,,49.800399999999996
255,11-6-KDP-1,Tap Water,11/6/2023 13:19,,-156.32329103985285,20.78502224108024,,,,,,,,7.3114,,,,,,,,,,,,,,,2.4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4272
256,11-6-KDP-2,Tap Water,11/6/2023 13:21,,-156.32639700375356,20.785242227505822,,,,,,,,8.2192,,,,,,,,,,,,,,,2.6238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6238
257,11-6-KDP-3,Tap Water Filtered,11/6/2023 13:22,,-156.32302971330344,20.785221340438813,,,,,,,,10.3853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2341,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
258,11-6-KDP-4,Tap Water,11/6/2023 13:43,,-156.32341482726375,20.7883693336707,,,,,,,,9.032,,,,,,,,,,,,,,,2.5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5218
259,11-6-KDP-5,Tap Water Filtered,11/6/2023 14:34,,-156.32595594716966,20.75887757230164,,,,,,,,7.513,,,,,,,,,,1.8251,,,,,12.1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1894
260,11-6-KDP-6,Tap Water Filtered,11/6/2023 14:37,,-156.32913832919377,20.76328388725846,,,,,,,,2.3319,,1.0857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
261,11-6-KDP-7,Tap Water,11/6/2023 14:40,,-156.32528801553144,20.75906282159858,,,,,,,,11.663,,,,,,,,,,,,,,,9.7776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7776
262,11-7-KDP-1,Tap Water,11/7/2023 12:30,,-156.3230011559711,20.751325843339565,,,,,,,,1.9879,,,,,,,,,,,,,,,2.7639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7639
263,11-7-KDP-2,Tap Water Filtered,11/7/2023 12:32,,-156.3199126186344,20.75256189915463,,,,,,,,2.3235,,,,,,,,,,,,,,,2.9792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9792
264,11-7-KDP-3,Tap Water,11/7/2023 13:03,,-156.32621667377572,20.75894743653504,,,,,,,,13.487,,,,,,,,,,2.4612,,,,,2.9151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9151
265,11-7-KDP-4,Tap Water Filtered,11/7/2023 13:04,,-156.3241580516776,20.758194276654965,,,,,,,,,,,,,,,,,,,,,,,1.0504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0504
