,Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",Total trihalomethanes (TTHMs)
262,11-7-KDP-2,Tap Water Filtered,11/7/2023 12:32:23,,-156.31939343237136,20.75543893257206,,,,,,,,2.3235,,,,,,,,,,,,,,,2.9792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9792
263,11-7-KDP-3,Tap Water,11/7/2023 13:03:11,,-156.32613140151565,20.759823656748427,,,,,,,,13.487,,,,,,,,,,2.4612,,,,,2.9151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9151
264,11-7-KDP-4,Tap Water Filtered,11/7/2023 13:04:26,,-156.3237432321834,20.758838452003054,,,,,,,,,,,,,,,,,,,,,,,1.0504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0504
265,11-07-CKS-1,Tap Water,11/7/2023 13:09:54,,,,,,,,,,,3.4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
266,11-07-CKS-4,Tap Water,11/7/2023 13:43:02,,-156.30531766706295,20.9028009573626,,,,,,,,3.1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
267,11-07-CKS-5,Tap Water Filtered,11/7/2023 14:08:17,,-156.31896245687102,20.934548508555512,,,,,,,,3.7967,,,,,,,,,,,,,,,6.7666,,,,,,,,,,,8.1771,,,,,,,,,,,8.1028,,,,,,,,1.879,,,,,,,,,,,,,,,,,,,,,,,,,,24.9255
268,11-07-CKS-6,Tap Water Filtered,11/7/2023 15:22:41,,-156.31798317888118,20.931328985918455,,,,,,,,2.5074,,,,,,,,,,,,,,1.1758,3.6668,,,,,,,,,,,1.0759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7427
269,11-07-CKS-7,Tap Water,11/7/2023 15:27:41,,-156.27970299414795,20.92263195467945,,,,,,,,5.0595,,,,,,,,,,,,,,,1.2324,,,,,,,,,,,1.5234,,,,,,,,,,,1.6201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.375900000000001
270,11-6-KDP-9,Tap Water,11/7/2023 15:51:19,,-156.31512095317322,20.78349010849984,,,,,,,,7.4016,,,,,,,,,,1.8852,,,,,22.0372,,,,,,,,,,,2.8704,,,,,,,,,,,2.5014,,,,,,,,1.2311,,,,,,,,,,,,,,,,,,,,,,,,,,28.640099999999997
271,11-6-KDP-10,Tap Water Filtered,11/7/2023 15:52:27,,-156.31643522165876,20.77985953310108,,,,,,,,1.8529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
272,11-8-KDP-1,Tap Water,11/8/2023,,-156.31040734521548,20.77910065744956,,,,,,,,3.6462,,,,,,,,,,,,,,,10.0321,,,,,,,,,,,3.4469,,,,,,,,,,,1.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.309999999999999
273,11-8-KDP-2,Tap Water Filtered,11/8/2023,,-156.30700314789604,20.779127834273847,,,,,,,,16.6694,,,,,,,,,,,,,,,14.8604,,,,,,,,,,,3.3247,,,,,,,,,,,1.1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3546
274,11-8-KDP-3,Tap Water Filtered,11/8/2023,,-156.31016381826515,20.778971067412936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
275,11-9-23-JI-05,Tap Water Filtered,11/9/2023 10:56:11,,-156.65659603050383,21.002010117216933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
276,11-9-23-JI-04,Tap Water,11/9/2023 10:54:23,,-156.65634454390448,21.0017881470947,,,,,,,,8.6718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6189,,,,,,,,,,,,,,,,,,,,,,,,,,1.6189
277,11-9-23-JI-03,Tap Water,11/9/2023 10:58:15,,-156.68703174071115,20.885542745546083,,,,,,,,14.6587,,,,,,,,,,,,,,,6.3552,,,,,,,,,,,6.1661,,,,,,,,,,,4.1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.64
278,11-9-23-JI-02,Tap Water,11/9/2023 11:15:46,,-156.68321198566457,20.902361997716618,,,,,,,,10.5911,,,,,,,,,,,,,,,8.3394,,,,,,,,,,,8.7864,,,,,,,,,,,12.2509,,,,,,,,12.5281,,,,,,,,,,,,,,,,,,,,,,,,,,41.9048
279,11-9-23-JI-01,Tap Water Filtered,11/9/2023 11:14:48,,-156.68039737072067,20.901222400890312,,,,,,,,7.0586,,,,,,,,,,,,,,,6.5557,,,,,,,,,,,7.301,,,,,,,,,,,10.7338,,,,,,,,11.2948,,,,,,,,,,,,,,,,,,,,,,,,,,35.8853
280,11-9-KDP-1,Tap Water,11/10/2023 11:44:08,,-156.31800335988223,20.75175302453244,,,,,,,,12.1669,,,,,,,,,,,,,,,2.2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2131
281,11-9-KDP-2,Tap Water Filtered,11/10/2023 11:46:41,,-156.31715778606332,20.751773473547857,,,,,,,,9.0538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
282,11-9-KDP-3,Tap Water,11/9/2023,,-156.31748762476096,20.754508512060088,,,,,,,,13.2429,,,,,,,,,,,,,,,1.8893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8893
283,11-9-KDP-4,Tap Water,11/9/2023,,-156.3097595378688,20.775776867514814,,,,,,,,,,,,,,,,,,,,,,,1.9301,,,,,,,,,,,4.6227,,,,,,,,,,,10.1896,,,,,,,,10.0844,,,,,,,,,,,,,,,,,,,,,,,,,,26.826800000000002
284,11-9-KDP-5,Tap Water,11/9/2023,,-156.3068545174662,20.775510460135475,,,,,,,,7.2337,,,,,,,,,,,,,,13.6146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
285,11-9-KDP-6,Tap Water Filtered,11/9/2023,,-156.31045105471145,20.77885408880849,,,,,,,,2.4822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
286,11-9-KDP-7,Tap Water Filtered,11/9/2023,,-156.30711560964136,20.776240109063465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
287,11-13-23-JI-14,Tap Water,11/13/2023 14:40:20,,-156.68298921099358,20.88190459226162,,,,,,,,15.7217,,,,,,,,,,,,,,,14.4605,,,,,,,,,,,5.0057,,,,,,,,,,,6.6987,,,,,,,,9.6161,,,,,,,,,,,,,,,,,,,,,,,,,,35.781
288,11-13-23-JI-13,Tap Water,11/13/2023 14:40:20,,-156.68252245395703,20.88243836177149,,,,,,,,24.3209,,,,,,,,,,,,,,,13.9942,,,,,,,,,,,5.0529,,,,,,,,,,,7.3269,,,,,,,,9.3389,,,,,,,,,,,,,,,,,,,,,,,,,,35.7129
289,11-13-23-JI-12,Tap Water Filtered,11/13/2023 14:43:43,,-156.6846287782443,20.88483442754236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
290,11-13-23-JI-11,Tap Water,11/13/2023 14:43:43,,-156.68194375085477,20.880989891754123,,,,,,,,2.8162,,,,,,,,,,,,,,,15.8359,,,,,,,,,,,11.7395,,,,,,,,,,,10.9405,,,,,,,,1.4986,,,,,,,,,,,,,,,,,,,,,,,,,,40.0145
291,11-13-23-JI-10,Tap Water,11/13/2023 14:48:12,,-156.68607770116304,20.884956323958537,,,,,,,,26.3369,,,,,,,,,,,,,,,15.8317,,,,,,,,,,,8.3858,,,,,,,,,,,3.8951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1126
292,11-13-23-JI-09,Tap Water,11/13/2023 14:48:12,,-156.6833469070377,20.8825294433524,,,,,,,,49.548,,,,,,,,,,,,,,,17.1689,,,,,,,,,,,9.3445,,,,,,,,,,,5.0404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.553800000000003
293,11-13-23-JI-08,Tap Water,11/13/2023 14:50:53,,-156.68394646557624,20.881184647863886,,,,,,,,32.6738,,,,,,,,,,,,,,,14.4473,,,,,,,,,,,7.9376,,,,,,,,,,,3.6611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.046
294,11-13-23-JI-07,Tap Water,11/13/2023 14:50:53,,-156.68301848053454,20.88485904740518,,,,,,,,38.2767,,,,,,,,,,,,,,,17.9509,,,,,,,,,,,9.5965,,,,,,,,,,,4.9225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4699
295,11-13-23-JI-06,Tap Water,11/13/2023 14:53:20,,-156.68294153232796,20.881424094340503,,,,,,,,19.4612,,,,,,,,,,,,,,,15.8293,,,,,,,,,,,8.9475,,,,,,,,,,,4.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2758
296,11-13-23-JI-05,Tap Water,11/13/2023 14:53:20,,-156.68552912288587,20.88179674265045,,,,,,,,38.9349,,,,,,,,,,,,,,,17.374,,,,,,,,,,,10.0366,,,,,,,,,,,4.9554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.366
297,11-13-23-JI-04,Tap Water,11/13/2023 14:55:34,,-156.68599499688358,20.88122564552739,,,,,,,,22.6407,,,,,,,,,,,,,,,16.212,,,,,,,,,,,8.8388,,,,,,,,,,,4.4607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5115
298,11-13-23-JI-03,Tap Water,11/13/2023 14:55:34,,-156.68457033412594,20.88125663984777,,,,,,,,19.2369,,,,,,,,,,,,,,,10.0519,,,,,,,,,,,4.583,,,,,,,,,,,1.9763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6112
299,11-13-23-JI-02,Tap Water,11/13/2023 14:57:55,,-156.68727658234863,20.884535808980218,,,,,,,,13.4251,,,,,,,,,,,,,,,15.2334,,,,,,,,,,,8.3176,,,,,,,,,,,4.1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7107
300,11-13-23-JI-01,Tap Water,11/13/2023 14:57:55,,-156.6874546200061,20.88105434293577,,,,,,,,10.2664,,,,,,,,,,,,,,,15.6311,,,,,,,,,,,8.3939,,,,,,,,,,,4.2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2435
301,11-13-KDP-1,Tap Water Filtered,11/13/2023,,-156.32047729991615,20.749617973222165,,,,,,,,7.3322,,,,,,,,,,,,,,,7.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.723
302,11-13-KDP-1,Tap Water Filtered,11/13/2023,,-156.31729767769312,20.75123402301285,,,,,,,,7.3322,,,,,,,,,,,,,,,7.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.723
303,11-15-KDP-1,Tap Water,11/15/2023 16:22:28,,-156.31700730516388,20.75434683758047,,,,,,,,8.5782,,,,,,,,,,,,,,,2.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.692
304,11-15-KDP-2,Tap Water Filtered,11/15/2023 16:23:41,,-156.32157387759693,20.754774190140296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
305,11-15-KDP-3,Tap Water,11/15/2023 16:25:06,,-156.32299628288163,20.74301063201787,,,,,,,,6.8455,,,,,,,,,,,,,,1.1177,1.4523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4523
306,11-15-KDP-4,Tap Water Filtered,11/15/2023 16:26:09,,-156.3231239285065,20.74319554146615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
307,11-15-KDP-5,Tap Water,11/15/2023 16:54:51,,-156.31707530955865,20.738581951927504,,,,,,,,9.5617,,,,,,,,,,,,,,,1.2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2393
308,11-15-KDP-6,Tap Water Filtered,11/15/2023 16:56:10,,-156.31754829899768,20.738856223225007,,,,,,,,,,,,,,,,,,,,,,3.4333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
309,11-15-KDP-7,Tap Water,11/15/2023 17:15:59,,-156.31313051246153,20.74061863129598,,,,,,,,26.8271,,,,,,,,,,,,,,,8.7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7925
310,11-15-KDP-8,Tap Water,11/15/2023 18:19:56,,-156.30763775184525,20.74636901164404,,,,,,,,6.4334,,,,,,,,,,,,,,,2.2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2724
311,11-15-KDP-9,Tap Water Filtered,11/15/2023 18:21:32,,-156.3086436488468,20.74907810751703,,,,,,,,,,,,,,,,,,,,,,20.2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
312,11-15-KDP-10,Tap Water Filtered,11/15/2023 18:23:02,,-156.30521839212915,20.749089606191493,,,,,,,,2.9354,,,,,,,,,,4.3037,,,,27.3996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
313,11-15-KDP-11,Tap Water Filtered,11/15/2023 18:24:31,,-156.30522752883368,20.74855714153306,,,,,,,,8.5711,,,,,,,,,,,,,,,3.0897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0897
314,11-16-KDP-1,Tap Water,11/16/2023 13:36:11,,-156.317138135514,20.750734464489135,,,,,,,,4.2212,,1.3282,,,,,,,,,,,,3.4294,1.7626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7626
315,11-16-KDP-2,Tap Water Filtered,11/16/2023 13:37:03,,-156.3139747617489,20.7469966237029,,,,,,,,4.7753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
316,11-16-KDP-3,Tap Water,11/16/2023 13:38:35,,-156.31405404613272,20.747450841091304,,,,,,,,24.5002,,,,,,1.4925,,,,,,,,,3.2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2456
317,11-16-KDP-4,Tap Water,11/17/2023 6:54:24,,-156.31574294578442,20.747880736152347,,,,,,,,7.4412,,,,,,,,,,8.1376,,,,31.956,2.1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1532
318,11-16-KDP-5,Tap Water,11/17/2023 7:00:47,,-156.31735237803235,20.74964675711479,,,,,,,,44.0985,,,,,,,,,,,,,,,17.4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4029
319,11-16-KDP-6,Tap Water,11/17/2023 7:12:04,,-156.31715970292606,20.740310533357633,,,,,,,,6.6599,,,,,,,,,,,,,,,1.8918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8918
320,11-17-23-JI-04,Tap Water,11/17/2023 10:04:32,,-156.6855128676957,20.884014314385624,,,,,,,,63.6334,,,,,,,,,,,,,,,17.0808,,,,,,,,,,,7.5778,,,,,,,,,,,4.0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6994
321,11-17-23-JI-03,Tap Water,11/17/2023 10:04:32,,-156.68408098234232,20.883448517100337,,,,,,,,121.9508,,,,,,,,,,,,,,,15.2015,,,,,,,,,,,10.1336,,,,,,,,,,,8.8761,,,,,,,,6.3945,,,,,,,,,,,,,,,,,,,,,,,,,,40.6057
322,11-17-23-JI-02,Tap Water Filtered,11/17/2023 10:06:39,,-156.67994974376325,20.89905269516929,,,,,,,,60.4144,,,,,,,,,,,,,,,7.6003,,,,,,,,,,,8.1036,,,,,,,,,,,9.6142,,,,,,,,7.4963,,,,,,,,,,,,,,,,,,,,,,,,,,32.8144
323,11-17-23-JI-01,Tap Water,11/17/2023 10:06:39,,-156.67912605400338,20.898325267413004,,,,,,,,146.8591,,,,,,,,,,,,,,,9.0108,,,,,,,,,,,10.0021,,,,,,,,,,,11.8508,,,,,,,,9.3464,,,,,,,,,,,,,,,,,,,,,,,,,,40.2101
324,11-17-23-JI-06,Tap Water,11/17/2023 14:44:34,,-156.68199963311,20.90155394261861,,,,,,,,94.0295,,,,,,,,,,,,,,,9.795,,,,,,,,,,,10.5668,,,,,,,,,,,12.4982,,,,,,,,9.9314,,,,,,,,,,,,,,,,,,,,,,,,,,42.7914
325,11-17-23-JI-05,Tap Water,11/17/2023 14:44:34,,-156.6814846425631,20.898976859790498,,,,,,,,87.3998,,,,,,,,,,,,,,,10.3589,,,,,,,,,,,11.9012,,,,,,,,,,,17.344,,,,,,,,18.2544,,,,,,,,,,,,,,,,,,,,,,,,,,57.8585
326,11-18-23-JI-08,Tap Water,11/18/2023 11:46:01,,-156.68345801481888,20.881108552929028,,,,,,,,65.0565,,,,,,,,,,,,,,,10.1347,,,,,,,,,,,4.4659,,,,,,,,,,,2.6006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2012
327,11-18-23-JI-14,Tap Water filtered,11/18/2023 11:50:20,,-156.68053038542874,20.902554921243517,,,,,,,,106.0149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
328,11-18-23-JI-15,Tap Water,11/18/2023 11:50:20,,-156.6789314702181,20.90252992471373,,,,,,,,79.2912,,,,,,,,,,,,,,,9.6291,,,,,,,,,,,8.9628,,,,,,,,,,,9.6658,,,,,,,,5.8502,,,,,,,,,,,,,,,,,,,,,,,,,,34.1079
329,11-18-23-JI-12,Tap Water,11/18/2023 11:55:56,,-156.68171813389154,20.899447836466702,,,,,,,,69.3108,,,,,,,,,,,,,,,10.5367,,,,,,,,,,,9.1363,,,,,,,,,,,8.4203,,,,,,,,7.0818,,,,,,,,,,,,,,,,,,,,,,,,,,35.1751
330,11-18-23-JI-13,Tap Water Filtered,11/18/2023 11:55:56,,-156.68408044793958,20.903029677436457,,,,,,,,91.7836,,,,,,,,,,,,,,,9.0955,,,,,,,,,,,7.9477,,,,,,,,,,,6.979,,,,,,,,4.2035,,,,,,,,,,,,,,,,,,,,,,,,,,28.225699999999996
331,11-18-23-JI-11,Tap Water Filtered,11/18/2023 11:59:12,,-156.68070087719437,20.90203250560525,,,,,,,,114.1901,,,,,,,,,,,,,,,10.8065,,,,,,,,,,,9.078,,,,,,,,,,,6.7732,,,,,,,,1.1212,,,,,,,,,,,,,,,,,,,,,,,,,,27.7789
332,11-18-23-JI-01,Tap Water,11/18/2023 12:01:44,,-156.66638902065597,20.887035685616045,,,,,,,,9.3763,,,,,,,,,,,,,,,1.9829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9829
333,11-18-23-JI-07,Tap Water,11/18/2023 12:01:44,,-156.66903849654574,20.883364875903215,,,,,,,,145.5361,,,,,,,,,,,,,,,43.1212,,,,,,,,,,,10.1152,,,,,,,,,,,3.0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.333600000000004
334,11-18-23-JI-06,Tap Water Filtered,11/18/2023 12:18:17,,-156.6824443688007,20.896532810891777,,,,,,,,137.16,,,,,,,,,,,,,,,7.7379,,,,,,,,,,,8.7695,,,,,,,,,,,12.0499,,,,,,,,11.1992,,,,,,,,,,,,,,,,,,,,,,,,,,39.7565
335,11-18-23-JI-09,Tap Water Filtered,11/18/2023 12:18:17,,-156.68021409850252,20.897337803545582,,,,,,,,102.086,,,,,,,,,,,,,,,11.0157,,,,,,,,,,,12.7082,,,,,,,,,,,23.0434,,,,,,,,27.3546,,,,,,,,,,,,,,,,,,,,,,,,,,74.1219
336,11-18-23-JI-10,Tap Water Filtered,11/18/2023 12:20:42,,-156.6806052362142,20.89752028316506,,,,,,,,89.3208,,,,,,,,,,,,,,,1.3626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3626
337,11-18-23-JI-05,Tap Water Filtered,11/18/2023 12:20:42,,-156.6820459000551,20.899561202606883,,,,,,,,65.1421,,,,,,,,,,9.7604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
338,11-18-23-JI-04,Tap Water Filtered,11/18/2023 12:20:42,,-156.67951148387527,20.899904320921337,,,,,,,,52.7595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
339,11-18-23-JI-03,Tap Water,11/18/2023 12:22:31,,-156.67906979884688,20.899120214122483,,,,,,,,63.9142,,,,,,,,,,,,,,,9.3562,,,,,,,,,,,8.7816,,,,,,,,,,,8.7508,,,,,,,,5.2447,,,,,,,,,,,,,,,,,,,,,,,,,,32.1333
340,11-21-KDP-1,Tap Water,11/21/2023,,,,,,,,,,,83.6296,,,,,,,,,,,,,,,1.2905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2905
341,11-21-KDP-2,Tap Water,11/21/2023,,-156.32305592454654,20.733098382894884,,,,,,,,8.2131,,,,,,,,,,,,,,,1.2389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2389
342,11-21-KDP-3,Tap Water Filtered,11/21/2023,,-156.32316960310885,20.73257010573195,,,,,,,,30.9635,,,,,,,,,,,,,,1.4868,21.9176,,,,,,,,,,,4.1845,,,,,,,,,,,0.9654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0675
343,11-21-KDP-4,Tap Water,11/21/2023,,-156.32857290037776,20.737829531420893,,,,,,,,48.5145,,,,,,,,,,,,,,,1.3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3178
344,11-22-KDP-1,Tap Water,11/22/2023,,-156.32641889828236,20.73899895798811,,,,,,,,66.0209,,,,,,,,,,,,,,,1.6202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6202
345,11-22-KDP-2,Tap Water,11/22/2023,,-156.32839275433298,20.738068932323905,,,,,,,,26.891,,,,,,,,,,,,,,,1.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.386
346,11-22-KDP-3,Tap Water Filtered,11/22/2023,,-156.3291504303593,20.74085039274916,,,,,,,,33.4608,,,,,,,,,,,,,,,1.5966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5966
347,11-22-KDP-4,Tap Water,11/22/2023,,-156.30432752353053,20.76108513169053,3.332,,,,,,,48.9594,,1.5851,,,,,,,,3.1595,,,,1.0136,2.9985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9985
348,12-8-KDP-1,Tap Water,12/8/2023 15:27:52,,-156.32606622261085,20.74051157084245,,,,,,,,6.4859,,,,,,,,,,1.964,,,,,2.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.716
349,12-8-KDP-2,Tap Water,12/8/2023 16:09:24,,-156.32844968837748,20.78623687971287,,,,,,,,5.5471,,,,,,,,,,2.0961,,,,,2.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.193
350,12-8-KDP-3,Tap Water Filtered,12/8/2023 16:11:34,,-156.3251342747762,20.786245332751413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
351,12-4-KDP-1,Tap Water,12/8/2023 22:22:31,,-156.31010316015275,20.775549491571805,,,,,,,,4.9246,,,,,,,,,,,,,,,31.0698,,,,,,,,,,,5.1432,,,,,,,,,,,1.4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7019
